Drug,Count
qid spectravite feosol,1
protonix nitro,1
nitruprusside,2
ium potassium chloride,1
then,2
ritonavir atazanavir,1
sloumedrol,1
timolol nexium diovan,1
vit b xalatan,1
metoprolol qhs tylenol,1
quetiapin,1
fluticasone albuterol pantoprazole,1
docusate lactulose thiamine folic acid,1
enterocort,1
sodium potassium chloride calcium magnesium,1
nebx,1
recall mycophenolate mofetil,1
trisovir kaletra,1
ethambutol rifabutin azithromycin,1
ethambutol diflucan kaletra triziver,1
gabapentin tizanidine,1
qhs cholecalciferol vitamin d vitamin d unit unit number,1
"V4501"",""553",1
potassium ibuprofen,1
hepatitis b or c autoimmune hepatitis,1
alcohol pulmonary edema copd encephalopathy,1
aspirin plavix metoprolol captopril atorvastatin,1
aspirin ethanol benzodiazepines barbiturates,1
steroids levaquin,1
anectine,1
paroxetine overdose,1
amitryptiline paroxetine doxepin,1
lactic acid mmol l from osh wbc n l m e hgb hct plt mcv pt inr,1
hydrocortisone cream depression,1
vitamin k po ultimately in the setting of slow,1
folate vitamin b and nutritional labs were ordered after,1
potassium chloride meq po q,1
appetite chest pain palpitations,1
sodium glucose potassium,1
sulbactam anemia,1
fluticason,1
po bid pentamidine,1
calcium carbonate vitamin d multivitamin,1
chemo gemcitobine,1
cholangioca,1
fracture scapular fracture,1
levofloxacin fluconazole pancytopenia a hematology consult was obtained who felt that the,1
ppx folic acid,1
amino acids nacl naacetate,1
alcohol back pain,1
albuterol colchicine,1
aspirin prasugrel,1
lisinopril isosorbide mononitrate,1
piperacillin tazo s tobramycin s trimethoprim sulfa s urine cx,1
gemfibrozil diovan lipitor allopurinol,1
prednisone lisinopril,1
thiazide metolazone,1
aspirin metoprolol tartrate heparin,1
metolazone diuril,1
po bid lantus insulin unknown,1
ipratropium inhaler qid,1
"55321"",""188",1
aureus coag oxacillin s am blood culture staph aureus coag pm blood culture,1
moexipril clonidine,1
qhs alpha lipoic acid vitamin d,1
fenofibrate losartan,1
qhs proscar finasteride,1
fluphenazine olanzapine,1
herpes speech and swallow evaluation was normal and laryngoscopy showed normal vocal cord movement patient,1
fluphenzine,1
acular,1
flurbiprofen sodium drops,1
dubutamine,1
po tid iron polysaccharides,1
warfarin anemia,1
vanco allergy levofloxacin vancomycin flagyl aztreonam daptomycin,1
vitamin k cardioversion,1
exemestane vitamins,1
vit c and b transitional,1
qid diarrhea ocuvite nf vit a c e lutein minerals br vit c vit e lutein,1
steroids diphenhydramine,1
oxacillin ceftriaxone,1
epogen sl q mon wed fri tums,1
telaprevir hypothyroidism depression,1
telaprivir,1
levofloxacin s nitrofurantoin s oxacillin s trimethoprim sulfa s blood cultures ngtd rapid plasma reagin test final nonreactive imaging ruq u s impression new circumferential gallbladder mural thickening,1
calcium citrate vitamin d calcet creamy bites,1
laminaria,1
vitamins ibuprofen,1
glyburide hypertension,1
nifeipine,1
po qd finasteride proscar,1
po qam folate,1
serous,1
trazodone xanax,1
miconazole nexium,1
appetite bad taste in mouth,1
potassium chloride pm,2
bleomycin etoposide,1
vitamin d units one capsule p o,1
vitamin p o,1
appetite dysuria,1
midodrine ocreotide,1
lactulose rifaximin regimen,1
troche troche qid omeprazole,1
qachs ergocalciferol vitamin d unit cap cap po once a,1
protonix regimen neuro,1
plavix lipitor valsartan protonix toprol coumadin,1
keflex rash,1
qhs benzonatate,1
blood totbili,1
phenylehrine,1
daptomycin cefepime,2
mycophenylate prograf,1
nifedipine hydralazine aliskerin,1
allopurinol cinacalcet epoetin alpha u ml x,1
gabapentin lanthanum metoprolol omeprazole warfarin,1
hepatitis b and prior hepatitis a,1
po bid parotitis,1
validol,1
levofloxacin s oxacillin s trimethoprim sulfa s radiology ct c spine,1
vit b nd,1
levothtroxine,1
sorbitol bisacodyl,1
sertraline diazepam,1
propofol etomidate,1
succynilcoline,1
ceftriaxone morphine,1
paroxetine seroquel gabapentin,1
niacin cholesterol,1
amlodipine lisinopril metoprolol succinate,1
albuterol inhaler prn sob wheezing transitional,1
atorvastain valsartan,1
ontact,1
po bid crestor mg po daily asa mg po,1
calcium carbonate vit d mg unit tab tab po,1
morganelli,1
plavix quinapril lasix,1
vitamin k units sq,1
simvastatin losartan,1
venofer hd vit c,1
calcium gluconate amps sodium bicarb,1
clopidogrel aspirin,1
qhs torsamide,1
nausea cellcept,1
valsartan levothyroxine,1
tri valvular pathology including tricuspid regurgitation a pulmonary consultation,1
atenolol lipitor elavil,1
gpc bacteremia creatinine,1
vitamin e cozaar coumadin lipitor,1
phenytoin propofol lorazepam fentanyl midazolam,1
vit b and tsh hba c and fasting lipid profile,1
intuba pm blood type art temp po pco ph caltco base xs hip unilat view impression intertrochanteric fracture of the right femur ct c spine,1
tobramycin s trimethoprim sulfa s pleural fluid gram stain final,1
mcg synthyroid,1
alcohol withdrawl alcoholic ketoacidosis alcoholic hepatitis depression,1
azithromycin htn,1
s p chemo lung cancer,1
albuterol hydrochlorothiazide,1
ganciclovir hypoxemia respiratory distress,1
bleomycin toxicity bronchiectasis,1
ganciclovir cmv,1
rituximab cmv,1
aquaphor ointment appl tp hospital,1
vitamin d unit po x week fr,1
nadolol alcohol intoxication si the patient endorsed si with,1
multivitamin lactic acidosis,1
po qam omeprazole,1
tylenol copd,1
vitamin k po during this,1
nadolol multivitamin,1
levothyroxine schizophrenia bipolar disorder,1
vit w iron,1
d internal medicine,1
bacteriodes fragilis,1
crytposporidium,1
s p coiling,1
valsartan lasix,1
vitamin d units q,1
tiamine,1
glucose calcium gluconate amps of bicarb,1
labetolol bradycardia,1
nadolol nadolol,1
glucogon,1
heparin protonix bowel regimen,1
oxycodone protonix,1
vitamin b trazadone,1
"V642"",""572",1
imuran prograf,1
tacrilimus,1
qhs lomotil,1
po qam simethicone clonazepam,1
deathher,1
miconazole powder tid,1
multivitamin nystatin,1
dulcolax heparin,1
amlodipine metoprolol valsartan,1
ipratropium bromide mdi puff ih qid fluticasone propionate,1
alcohol withdrawal was one year ago,1
alcohol withdrawal and delerium tremens,1
combination of alcohol,1
c anterior epidural phlegmon,1
fatty rests the largest of which within the t vertebral body abutting the superior endplate measures approximately cm throughout the spine,1
po qam neurontin,1
compazine benadryl,1
coldoplasty,1
alteplase,1
ceftriaxone vancomycin ciprofloxacin,1
torsemide atrial fibrillation,1
furosemide lisinopril gabapentin,1
metoprolol nitrates,1
dilantin movements,1
qhs estraderm,1
creatinine simvastatin,1
cream vaginal multivitamin,1
po qd pantoprazole,1
htn p w swollen lip and tongue history,2
benadryl pepcid,2
sodium hypertension,1
citalopram enema,1
rocuronium lidocaine,1
propofol dilantin,1
linezolide,3
voriconazole voriconazole,1
fluticasone propionate mcg puff ih hospital loperamide,1
simethicone sulcrafate hydralazine isosorbide dinitrate,1
s p bicycle,1
morphine lasix oxygen,1
po tid isosorbide,1
perchlorperazine,1
similarily,1
metoprolol plavix hydrochlorothiazide diovan neurontin amlodipine,1
allopurinol aspirin,1
cefepime cipro flagyl respiratory failure,1
po bid calmoseptine oint,1
carbidopa levodopa diverticulosis,1
bicarb acidosis,1
lorazepam lorazepam,1
pantoprazole pantoprazole,1
torsemide torsemide,1
trospium,1
ipratropium bromide mdi puff ih qid tiotropium,1
albuterol inhaler puff ih q h prn sob aspirin,1
po qid warfarin,1
atenolol lipitor cyclobenzaprine clonidine,1
nifedipine pantoprazole seroquel tramadol,1
calcium carbonate oyst cal,1
cytarabine mitoxantrone,1
acyclovir ursodiol,1
qod calcium carbonate,1
po bid cholecalciferol vitamin d unit po bid,1
triamcinolone acetonide cream appl tp tid prn,1
voriconozole atovaquone,1
acylovir renal failure acute the patient,1
steroids atovaquone acyclovir voriconazole ulcer,1
levo vanco l fluid ativan,1
trileptal anemia,1
ciprofloxacin sepsis,1
metoprolol rash,1
cefepime erythematous blanching over abd and torso nonpruritic,1
hydrocortisone cream hyponatremia hypovolemic hyponatremia,1
hydrocortisone cream appl tp hospital prn,1
inner thighs seroquel,1
calcium fenofibrate,1
po qam valproic acid,1
tobramycin s trimethoprim sulfa s sputum source endotracheal gram stain,1
unasyn ibuprofen tylenol vancomycin,1
amyloid aphasia,1
amyloid angiopathy aphasic,1
milrinone acetazolamide eplerenone metolazone,1
digoxin torsemide,1
phosphrous,1
klebsiella citrobacter e,1
qd senna tylenol,1
calcitriol mcg capsule,1
calcium carbonate vitamin d os cal d daily ferrous sulfate,1
magnesium sulfate steroids,1
albuterol lactate,1
fluticasone fluticasone,1
montelukast singulair singulair,1
sulfamethoxazole trimethoprim sulfamethoxazole trimethoprim,1
handihaler spiriva,1
loratadine loratadine,1
magnesium oxide magnesium oxide,1
ergocalciferol vitamin d ergocalciferol vitamin d unit capsule capsule s by mouth,1
l shoulder pain,1
po bid citalopram hydrobromide,1
administered cellcept simulect,1
alcohol withdrawal hemobilia,1
spiriva singulair albuterol ipratropium,1
morphine xanax,1
iron tibc b folate,1
ace inhibitors,1
tiotropium depression,1
lorazepam sertraline seroquel,1
acetaminophen cyclobenzaprine migraine,1
diltiazem bactrim retrovir,1
protonix fosrenol,1
lisinopril p afib,1
prozac zyprexa,1
hytrin senna lisinopril lipitor reglan,1
qhs oxygen,1
calcium glucosamine,1
pm blood osmolal,1
trazadone tylenol dolasetron mesylate senna allergies compazine,1
epinephrine norepinephrine milrinone,1
qod glipizide,1
vitamins fen proph hliv,1
po bid propoxyphene,1
cholangitis gallbladder sludge,1
torodol,1
atorvastatin gabapentin pantoprazole lorazepam,1
qeustions,1
citalopram timolol,1
vitamin d alphagan p eye drops ophthalmic drops,1
incraesed,1
multivitamin atenolol,1
carvedilol calcium acetate docusate sodium ipratropium bromide mdi isosorbide mononitrate,1
lisinopril mesalamine,1
oxycodone acetaminophen pantoprazole seroquel sevelamer senna simvastatin,1
"51902, 99731",1
po bid telmisartan,1
clobestasol qam furosemide glipizide moexipril rosuvastatin oxycontin,1
herapin,3
folic acid neuropathy,1
integrilin plavix,1
klebsiella utis the e coli was,1
gentamycin meropenem imipenem,1
sodium chloride aerosol sprays,1
qid epogen,1
qid tylenol allergies,1
azathioprine pancytopenia,2
rifaximin azathioprine,1
lactulose ciprofloxacine,1
azathiprine,1
pantoprazole amino acids,1
naproxen ibuprofen aspirin,1
multivitamin qod,1
diphenydramine lidocaine maalox,1
paroxetine seroquel trazodone,1
clobetasol emollient cream,1
powder tablespoon s,1
cholecalciferol vitamin d unit tablet two tablet s by mouth,1
dextromethorphan guaifenesin guaifenesin,1
glucosamine oral vitamin e oral discharge medicationsdischarge diagnosis secondary,1
prednisone aspirin,1
bupivicane,3
epogen folate,1
p coronary artery bypass graft x past medical history non st elevation,1
estrogen progesterone,1
qd ferrous sulfate clopidogrel,1
oxycodone tylenol lidoderm,1
nausea triamcinolone acetonide,1
hypophospatemia,1
protonix centrum silver,1
appetite weakness,1
phosphate wasting,1
abacavir lamivudine lopinavir ritonavir,1
levofloxacin osteonecrosis symptoms,1
vitamin b mg tab tablet s by mouth,1
qpm desonide cream dextroamphetamine,1
ketoconazole cream ears nose metoprolol,1
allopurinol valsartan,1
colchicine fever,1
lithium nephropathy schizophrenia,1
humulin insulin sl,1
s p myocardial infarction,1
glucose lactate na k cl am fibrinoge am pt ptt inr pt am,1
daptomycin fluconozole,1
labetalol nifedipine protonix,1
gemcitibine,1
psyllium wafers,1
contin decadron ciprofloxacin folate,1
digoxin lipitor,1
lisinopril glyburide plavix metformin,1
po bid bacitracin ointment topical q shift coenzyme q mg po bid dalteparin,1
acetaminophen albuterol inhaler dulcolax docusate lidocaine,1
lispro ssi lactulose,1
qod lantus u,1
atropine hyperlipidemia,1
niacin niaspan,1
moraxella,1
ethanol acetmnp bnzodzp pos barbitr neg tricycl neg am blood asa,1
bupropion thiamine,1
carvedilol arrhythmia afib aflutter pt has known history of,1
levothyroxine osteopenia,1
atrovent mdis,1
aspirin plavix toprol lipitor,1
dobutamine dopamine,1
ceftazidime sevelamer,1
gentamycin cream,1
plavix nitroglycerin,1
dry packings,1
vitamin d colazoal,1
novocaine,1
vitamin b cc q month neurontin,1
po bid chlorhexidine,1
hydrocortizone cream,1
levofloxacin albuterol ipratropium tylenol,1
tobramycin s trimethoprim sulfa r anaerobic bottle gram stain final,1
qhs capsaicin cream topical,1
s k,1
clotrimazole cream coumadin,1
intermitently febrile,1
guaifenesin acetaminophen,1
glucose lactate na k cl am hgb calchct pm,1
glucose lactate na k cl am hgb calchct am freeca specimen submitted t t renal cell metastasis plus fs t t renal metastasis jars,1
methicilin,1
bupropion hypothyroid,1
po qpm venlafaxine,1
vitamin d ui po qweek,1
follows blue stitch pancreatic duct long silk bile duct long gree stitch sma margin the pancreatic duct,1
sauce gravy condiments,1
applesauce,1
fluxoetine,1
qhs avodart,1
minocylcine,1
bleomycin etoposide doxorubicin cyclophosphamide vincristine procarbazine prednisone,1
vitamin k po dic panel negative,1
v peptrostreptococcus bacteremia,1
aldactone nadolol,1
tylenol loperamide,1
htn elev lipids niddm,1
amiodarone vasopressin milrinone levophed,1
vanco cefepime diarrhea hypothyroidism hypertension unstageable sacral ulcer,1
levothyroxine aricept aspirin,1
vitamin c sr mg tab florastor mg lactinex,1
heparin zantac,1
sodium chloride tablets gram per peg tid,1
pregabalin hyoscyamine,1
ergocalciferol vitamin d vitamin d unit capsule,1
lactobacillus rhamnosus gg culturelle billion cell capsule capsule s by mouth,1
miconazole nitrate aloe vesta ointment,1
dofetilide mexilitine,1
tykosin niaspan lopressor spivira inhaler,1
protonix lido,1
qhs duragesic,1
agitation senna docusate,1
sah right frontal laceration,1
appetite past medical historypertinent results admission labs pm blood wbc rbc hgb hct mcv mch mchc rdw plt ct pm blood pt ptt inr pt pm blood glucose,1
unasyn ciprofloxacin,1
potassium chloride meq packet sig one packet po,1
aml upper pole l kidney cxr,1
nephrotoxins allergy,1
d cd cipro f u blood cx,1
caltrate senna,1
methergin,2
30402,1
uptitrating beta blockage continuing,1
albuterol inhaler aspirin,1
qid dabigatran,1
po bid demeclocycline,1
qpm lyrica,1
ceftriaxone vancomycin azithromicin,1
qpm viagra,1
amio cipro,1
po bid tagamet,1
chemo iron,1
vancomycin flagyl cipro,1
qd ergocalciferol vitamin d u i qd hexavitamin i qd insulin glargine,1
cryptococcus,1
thyrogen,1
incooperation,1
digoxin alzheimers dementia,1
nitroglycerin xanax nexium remeron,1
triamterence,1
creatinine lactate calcium,1
acetaminophen toxicity shock,1
betablocker toxicity,1
prednisone metoprolol succinate,1
acetaminophen toxicity depression,1
bicarbonate hypotension,1
po tid pentoxifylline,1
insomnia ergocalciferol vitamin d unit capsule sig one capsule po qweek lantus unit ml solution sig units subcutaneous qam lantus unit ml solution sig units subcutaneous,1
simvastatin metoprolol tartrate,1
alprazolam amlodipine,1
uptitrated paf,1
dexamethasone tylenol lyrica tizanidine lidocaine,1
tylenol multivitamin,1
dialy ketoconazole shampoo,1
flaxseed oil glucosamine chondroitin ibuprofen,1
pyridoxine vitamin b sennosides senna,1
